ID,WijkenEnBuurten,Gemeentenaam_1,SoortRegio_2,Codering_3,IndelingswijzigingWijkenEnBuurten_4,AantalInwoners_5,Mannen_6,Vrouwen_7,k_0Tot15Jaar_8,k_15Tot25Jaar_9,k_25Tot45Jaar_10,k_45Tot65Jaar_11,k_65JaarOfOuder_12,Ongehuwd_13,Gehuwd_14,Gescheiden_15,Verweduwd_16,WestersTotaal_17,NietWestersTotaal_18,Marokko_19,NederlandseAntillenEnAruba_20,Suriname_21,Turkije_22,OverigNietWesters_23,GeboorteTotaal_24,GeboorteRelatief_25,SterfteTotaal_26,SterfteRelatief_27,HuishoudensTotaal_28,Eenpersoonshuishoudens_29,HuishoudensZonderKinderen_30,HuishoudensMetKinderen_31,GemiddeldeHuishoudensgrootte_32,Bevolkingsdichtheid_33,Woningvoorraad_34,GemiddeldeWoningwaarde_35,PercentageEengezinswoning_36,PercentageMeergezinswoning_37,PercentageBewoond_38,PercentageOnbewoond_39,Koopwoningen_40,HuurwoningenTotaal_41,InBezitWoningcorporatie_42,InBezitOverigeVerhuurders_43,EigendomOnbekend_44,BouwjaarVoor2000_45,BouwjaarVanaf2000_46,GemiddeldElektriciteitsverbruikTotaal_47,Appartement_48,Tussenwoning_49,Hoekwoning_50,TweeOnderEenKapWoning_51,VrijstaandeWoning_52,Huurwoning_53,EigenWoning_54,GemiddeldAardgasverbruikTotaal_55,Appartement_56,Tussenwoning_57,Hoekwoning_58,TweeOnderEenKapWoning_59,VrijstaandeWoning_60,Huurwoning_61,EigenWoning_62,PercentageWoningenMetStadsverwarming_63,AantalInkomensontvangers_64,GemiddeldInkomenPerInkomensontvanger_65,GemiddeldInkomenPerInwoner_66,k_40PersonenMetLaagsteInkomen_67,k_20PersonenMetHoogsteInkomen_68,Actieven1575Jaar_69,k_40HuishoudensMetLaagsteInkomen_70,k_20HuishoudensMetHoogsteInkomen_71,HuishoudensMetEenLaagInkomen_72,HuishOnderOfRondSociaalMinimum_73,PersonenPerSoortUitkeringBijstand_74,PersonenPerSoortUitkeringAO_75,PersonenPerSoortUitkeringWW_76,PersonenPerSoortUitkeringAOW_77,BedrijfsvestigingenTotaal_78,ALandbouwBosbouwEnVisserij_79,BFNijverheidEnEnergie_80,GIHandelEnHoreca_81,HJVervoerInformatieEnCommunicatie_82,KLFinancieleDienstenOnroerendGoed_83,MNZakelijkeDienstverlening_84,RUCultuurRecreatieOverigeDiensten_85,PersonenautoSTotaal_86,PersonenautoSJongerDan6Jaar_87,PersonenautoS6JaarEnOuder_88,PersonenautoSBrandstofBenzine_89,PersonenautoSOverigeBrandstof_90,PersonenautoSPerHuishouden_91,PersonenautoSNaarOppervlakte_92,Motorfietsen_93,AfstandTotHuisartsenpraktijk_94,AfstandTotGroteSupermarkt_95,AfstandTotKinderdagverblijf_96,AfstandTotSchool_97,ScholenBinnen3Km_98,OppervlakteTotaal_99,OppervlakteLand_100,OppervlakteWater_101,MeestVoorkomendePostcode_102,Dekkingspercentage_103,MateVanStedelijkheid_104,Omgevingsadressendichtheid_105,TotaalDiefstalUitWoningSchuurED_106,VernielingMisdrijfTegenOpenbareOrde_107,GeweldsEnSeksueleMisdrijven_108
12372,BU05991284,Rotterdam                               ,Buurt     ,BU05991284,1,13830,6755,7075,2520,1560,3940,3270,2540,7325,3940,1675,900,1465,6085,925,900,1180,1360,1720,165,12,165,12,6920,3420,1365,2145,1.9,5299,6932,117,26,74,96,4,30,68,50,18,2,94,6,2330,2050,2870,3120,3800,4160,2100,2800,920,890,910,1090,2010,2600,880,1100,6.5,10400,25.6,19.9,47.5,11.9,52.9,59.9,7.4,16,15.7,1170,660,310,2390,645,5,165,145,75,45,135,80,4465,1085,3380,3860,605,0.6,1710,245,0.4,0.6,0.4,0.5,21.9,263,261,1,3076,1,1,2592,8,6,9
12373,BU05991289,Rotterdam                               ,Buurt     ,BU05991289,1,28380,13395,14985,4670,3150,7535,6825,6205,13805,9240,3070,2275,2755,9860,1195,1650,2305,1830,2870,360,12,430,15,13950,6370,3250,4340,2,4927,14328,124,33,67,95,5,34,66,50,15,0,89,11,2440,2090,2910,3080,3100,4560,2160,2850,980,810,1190,1480,1420,2110,930,1080,6.4,21800,25.6,20.3,46.3,12.2,53.3,55.8,8.1,13.8,13.8,2010,1340,590,5970,1330,15,325,330,160,80,230,190,9945,2780,7165,8685,1260,0.7,1726,620,0.5,0.7,0.4,0.5,18.1,580,576,4,3079,5,1,2732,6,5,7
12374,BU05991290,Rotterdam                               ,Buurt     ,BU05991290,1,11965,5790,6170,2525,1645,3315,3315,1165,6720,3620,1280,355,1115,6040,420,1070,2245,515,1785,150,12,95,8,5005,1670,1015,2325,2.3,8056,4893,122,54,46,97,3,41,59,52,7,0,100,0,2760,2160,3230,3320,       .,       .,2390,3270,1060,980,1090,1300,       .,       .,1050,1080,       .,8600,25,18.7,47.9,12.7,54.2,49.4,11.3,16.2,14.3,890,550,300,1090,440,10,130,95,50,15,80,55,3930,935,2995,3400,530,0.8,2646,230,0.6,0.6,0.3,0.5,12.6,151,149,3,3077,1,1,2543,5,6,8
12375,WK059913  ,Rotterdam                               ,Wijk      ,WK059913  ,1,4785,2375,2410,755,510,1190,1425,910,2175,1980,365,270,390,445,25,95,145,30,145,50,10,35,7,2175,710,705,765,2.2,3032,2194,154,85,15,97,3,71,29,21,8,0,86,14,2830,2250,2760,3010,3130,3830,2290,3070,1220,840,1080,1410,1560,2050,980,1310,       .,3800,31.1,25.1,36.3,19.9,64.4,34.6,17.4,4.7,4.7,90,160,100,840,270,0,75,50,25,25,50,40,2175,655,1520,1985,190,1,1377,240,0.5,0.5,0.5,0.5,2,162,158,4,         .,       .,4,727,2,6,6
12376,BU05991391,Rotterdam                               ,Buurt     ,BU05991391,1,4785,2375,2410,755,510,1190,1425,910,2175,1980,365,270,390,445,25,95,145,30,145,45,10,35,7,2175,710,705,765,2.2,3032,2194,154,85,15,97,3,71,29,21,8,0,86,14,2830,2250,2760,3010,3130,3830,2290,3070,1220,840,1080,1410,1560,2050,980,1310,       .,3800,31.1,25.1,36.3,19.9,64.4,34.6,17.4,4.7,4.7,90,160,100,840,270,0,75,50,25,25,50,40,2175,655,1520,1985,190,1,1377,240,0.5,0.5,0.5,0.5,2,162,158,4,3195,1,4,727,2,6,6
12377,WK059914  ,Rotterdam                               ,Wijk      ,WK059914  ,1,94905,45250,49650,15610,10370,22680,26505,19745,45370,34210,9730,5600,9480,23650,2330,2220,8285,2230,8580,890,9,975,10,45565,19110,11225,15245,2.1,5446,45436,181,41,59,97,3,42,57,44,13,1,86,14,2730,2160,3300,3520,4600,5320,2230,3360,620,480,660,860,1460,2160,520,750,42,74300,32.8,26.1,40,21.3,56.4,46.4,18.6,10.5,11,3950,3870,1970,18830,6150,25,855,1290,645,655,1885,790,36850,13080,23770,32230,4620,0.8,2115,2045,0.8,0.7,0.5,0.6,13.4,1860,1743,118,         .,       .,1,2672,5,4,6
12378,BU05991444,Rotterdam                               ,Buurt     ,BU05991444,1,8155,3990,4160,1280,1310,1480,2895,1190,3955,3325,635,245,1055,1605,145,135,520,185,615,55,7,25,3,3475,1015,990,1480,2.3,3926,3394,333,67,33,97,3,56,44,22,22,0,94,6,3450,2080,3440,3600,4730,5500,2530,4080,1360,800,1170,1440,1850,2750,1020,1610,       .,6300,48.2,37.6,34.1,35.7,58.7,27.2,38.6,5,4.7,80,190,180,1120,830,0,65,115,75,155,360,60,3675,1615,2060,3095,580,1.1,1769,175,1.2,0.6,0.9,1.1,11.8,223,208,16,3065,1,2,1963,5,4,5
12379,BU05991446,Rotterdam                               ,Buurt     ,BU05991446,1,1655,840,815,285,200,465,510,195,820,645,120,75,140,195,15,35,50,20,70,10,8,5,4,725,245,195,295,2.3,3233,736,158,86,14,95,5,71,28,18,10,1,100,0,2920,2080,2880,3380,3820,4410,2240,3210,1220,780,1210,1500,1520,1650,940,1340,       .,1300,31.1,24,36.1,20,63.4,36,19.4,5.2,4.1,30,70,30,180,120,0,30,25,15,10,25,15,675,190,485,605,65,0.9,1314,70,0.6,1.7,0.9,1,3.2,64,51,13,3064,1,3,1422,3,1,2
12380,BU05991448,Rotterdam                               ,Buurt     ,BU05991448,1,9935,4795,5135,1300,960,2075,3215,2385,4410,3700,1160,670,940,2480,230,225,825,295,900,75,7,100,10,5170,2385,1305,1490,1.9,5784,5154,183,34,66,97,3,36,64,55,9,1,94,6,2570,2140,3180,3320,4880,4960,2190,3260,930,780,1050,1280,1960,2500,810,1150,       .,8200,33,27.4,40.4,21.6,54.1,51.4,17.3,12.2,12.8,470,470,210,2300,605,5,95,100,45,85,205,75,3940,1415,2525,3480,455,0.8,2292,190,1,0.8,0.5,0.4,13.7,180,172,8,3066,1,1,2892,4,4,4
12381,BU05991449,Rotterdam                               ,Buurt     ,BU05991449,1,10645,4940,5705,1360,1450,2800,2520,2515,5415,3185,1270,785,1225,2775,255,275,805,305,1140,105,9,135,12,5920,3195,1335,1395,1.8,4986,5875,137,19,81,95,5,38,62,38,24,0,91,9,2370,2140,3200,3430,3770,3870,1890,3060,1030,920,1400,1720,1960,2530,950,1180,       .,8600,28.3,23.6,42.1,16.3,55,55.1,9.7,10.5,11.6,480,410,240,2420,760,0,105,210,85,50,195,115,4270,1560,2710,3685,580,0.7,1999,235,0.5,0.5,0.5,0.6,15.8,216,214,3,3067,1,1,3245,7,5,8
12382,BU05991463,Rotterdam                               ,Buurt     ,BU05991463,1,25265,11665,13600,3510,2350,5290,6450,7675,10630,9670,2775,2200,2415,5010,585,465,1435,405,2120,225,8,385,15,12905,5750,3560,3605,1.9,5796,13088,156,37,63,96,4,36,64,50,14,0,96,4,2690,2360,3170,3360,4530,4100,2410,3170,890,630,1260,1520,1910,1690,730,1180,16.7,20600,28.8,23.9,41.9,16.4,51.6,50.9,12.9,10,10.8,1130,1020,450,7410,1280,5,215,275,155,100,330,200,9585,3065,6520,8615,975,0.7,2199,510,0.9,0.6,0.5,0.5,12.1,448,436,12,3068,5,1,2882,4,4,4
12383,BU05991466,Rotterdam                               ,Buurt     ,BU05991466,1,16090,7785,8300,2730,1880,4075,4905,2505,8160,5425,1775,735,1560,5240,505,590,2165,425,1550,155,9,170,10,7375,2875,1650,2855,2.1,7642,7286,151,51,49,97,3,43,56,46,10,1,98,2,2670,1920,3330,3450,4280,5450,2190,3310,       .,       .,       .,       .,       .,1730,       .,10,99.8,12400,28.7,22.7,43.7,17.3,56.2,47,15.9,13.9,14.2,930,830,400,2300,790,5,165,140,80,50,210,140,5805,1815,3990,5095,710,0.8,2758,360,0.7,0.6,0.4,0.5,15.3,216,211,5,3068,5,2,2476,6,4,7
12384,BU05991467,Rotterdam                               ,Buurt     ,BU05991467,1,10615,4985,5630,1520,1115,2700,3125,2165,5335,3340,1310,635,1125,3705,395,305,1395,350,1260,105,10,105,10,5530,2720,1185,1630,1.9,6585,5474,132,28,72,98,2,33,66,61,5,1,95,5,2290,1910,3230,3320,3790,       .,1950,2980,10,       .,       .,10,770,       .,       .,20,99.5,8500,27.6,22.7,44.7,15.5,52.8,55.3,10.9,13.9,14.9,700,570,260,2040,780,0,90,275,80,65,190,80,3850,1200,2650,3415,440,0.7,2389,175,0.6,0.5,0.5,0.5,20.2,163,161,2,3067,1,1,3330,7,7,11
12385,BU05991468,Rotterdam                               ,Buurt     ,BU05991468,1,12530,6235,6295,3625,1105,3800,2890,1120,6650,4935,690,265,1015,2635,195,185,1085,240,925,140,11,40,3,4450,935,1015,2510,2.8,4315,4429,311,69,31,97,3,72,27,19,9,0,2,98,3510,2350,3680,4110,4600,5430,2560,3810,150,       .,10,60,210,1500,40,160,90.4,8400,46.5,31.6,27.5,39.5,70.9,20.2,46.8,4.9,4.2,120,310,210,1070,985,5,90,155,115,145,370,100,5050,2215,2835,4235,815,1.1,1738,335,0.9,1.1,0.7,0.8,8.1,350,291,59,3059,1,3,1129,2,3,3
12386,WK059915  ,Rotterdam                               ,Wijk      ,WK059915  ,1,66750,33830,32920,11775,8840,22220,15525,8390,39495,17295,7185,2780,11020,31670,4745,4700,7160,6120,8935,920,13,670,10,33905,16955,6675,10285,1.9,5961,33838,97,17,83,92,8,31,67,41,26,2,91,9,2210,2020,2940,3020,3260,4690,2020,2530,970,920,1120,1290,1490,2660,950,1040,       .,50000,24,18.6,49.4,9.8,54,62.6,6.2,18.1,16.5,5330,3320,1950,7990,4000,40,990,960,450,190,755,615,20150,4425,15725,17015,3135,0.6,1799,1095,0.5,0.4,0.3,0.5,25.9,1190,1120,70,         .,       .,1,3783,7,7,11
12387,BU05991570,Rotterdam                               ,Buurt     ,BU05991570,1,500,250,245,45,35,95,160,160,260,145,65,35,50,65,5,10,25,10,10,0,4,15,38,130,40,55,45,2.3,254,131,351,92,8,93,7,73,27,8,20,0,97,3,4320,3270,3350,3320,3710,4930,3790,4480,2070,1550,1210,1480,1410,2580,1580,2250,       .,200,38.7,31.1,41.6,27.2,60.8,30,32.3,11,11,0,80,10,150,200,0,20,90,15,35,25,15,480,310,170,335,145,       .,       .,25,1.2,1.3,1,1,14.1,197,197,0,3084,1,3,1116,4,6,16
12388,BU05991571,Rotterdam                               ,Buurt     ,BU05991571,1,12225,6350,5875,2245,2015,4470,2695,805,7870,2910,1230,220,2475,7155,1035,1040,1510,1485,2075,190,15,40,3,6200,3070,1150,1990,2,14444,5964,79,9,91,91,9,27,72,32,41,1,95,5,2130,2070,2560,2490,       .,       .,2020,2360,980,940,1210,1270,       .,       .,940,1040,       .,9100,21.8,16.6,52.6,7.1,54.1,66.5,4.5,19.7,18.3,1020,500,440,740,725,5,220,140,105,25,125,105,3310,545,2770,2710,605,0.5,3912,135,0.7,0.3,0.2,0.4,36.7,114,85,30,3081,1,1,5727,7,8,12
12389,BU05991572,Rotterdam                               ,Buurt     ,BU05991572,1,11275,5960,5310,1900,1465,4675,2310,925,7360,2465,1155,300,2835,4470,550,625,1080,750,1465,175,15,70,6,6150,3270,1195,1690,1.8,19258,6160,78,4,96,91,9,42,58,15,42,0,99,1,2020,1960,2990,3490,       .,       .,1890,2130,950,930,1410,1840,       .,       .,940,940,       .,8700,24.4,19.1,43.9,8.7,61.5,61.1,3.9,13.1,11.3,660,440,430,870,770,10,240,175,80,20,145,105,3470,580,2890,2970,500,0.6,5925,205,0.3,0.3,0.2,0.4,33.8,59,59,0,3083,1,1,5101,5,6,8
12390,BU05991573,Rotterdam                               ,Buurt     ,BU05991573,1,12635,6115,6515,2200,1480,3525,3070,2360,6850,3505,1425,860,1380,5680,935,1000,1260,990,1490,155,12,170,13,6575,3360,1295,1930,1.9,8243,6702,106,21,79,96,4,22,74,63,11,4,88,12,2240,1950,2970,3050,3850,       .,2030,2740,940,870,1140,1380,1820,       .,950,1020,       .,9700,23.9,18.7,51.8,10,48.1,65.7,6.3,20.7,19.8,1310,690,290,2250,480,0,110,120,45,20,115,70,3750,955,2795,3250,500,0.6,2447,215,0.4,0.5,0.4,0.4,22.9,153,153,0,3085,1,1,2630,7,6,12
12391,BU05991574,Rotterdam                               ,Buurt     ,BU05991574,1,13580,6945,6635,2330,1900,4535,3380,1440,8135,3625,1445,385,2295,6085,935,760,1335,1335,1715,160,12,80,5,6965,3495,1405,2070,1.9,10575,6769,104,10,90,91,9,35,63,34,29,2,93,7,2270,2100,3210,3550,3640,4030,2010,2570,1040,980,1360,1540,1990,2420,970,1100,       .,10400,24.6,19.2,48.9,11.2,54.8,61,7.5,18.1,16,950,660,390,1370,955,15,230,160,115,35,185,215,4230,860,3370,3575,655,0.6,3292,250,0.4,0.4,0.3,0.3,21.4,142,128,14,3082,2,1,3478,9,7,7
12392,BU05991575,Rotterdam                               ,Buurt     ,BU05991575,1,530,280,250,75,45,145,175,95,300,140,65,30,45,130,15,25,40,10,40,5,9,5,14,295,155,65,85,1.8,2568,544,79,99,1,53,47,5,95,93,1,0,100,0,2420,       .,2280,2430,2540,       .,2330,3250,1020,       .,920,1040,1050,       .,1000,1140,       .,400,21.2,17,56.6,5.4,45.1,74.4,2.7,23.6,22.1,70,40,10,90,25,0,5,5,5,0,5,5,175,45,135,160,15,0.6,851,15,0.8,0.4,0.7,0.7,18.2,21,21,0,3084,1,2,2035,30,2,11
12393,BU05991576,Rotterdam                               ,Buurt     ,BU05991576,1,1220,620,600,130,115,470,265,240,685,310,165,70,175,455,60,40,110,80,165,15,13,10,9,750,450,190,120,1.6,4722,755,103,0,100,94,6,34,66,11,55,0,100,0,1770,1770,       .,       .,       .,       .,1650,2010,810,810,       .,       .,       .,       .,700,1040,19.9,1000,30.1,25.8,35.1,16.3,66,55.2,6,8.6,9.5,50,50,30,230,260,0,15,150,10,30,35,25,415,130,285,330,85,0.5,1596,20,0.3,0.2,0.6,0.7,40.5,26,26,0,3083,1,1,5394,7,30,71
12394,BU05991577,Rotterdam                               ,Buurt     ,BU05991577,1,12110,6010,6095,2560,1505,3745,2775,1520,6845,3430,1340,500,1470,7065,1145,1035,1675,1380,1825,180,15,95,8,5620,2500,1050,2075,2.1,9927,5599,104,28,72,94,6,31,68,56,12,1,79,21,2310,2020,3020,3110,3940,4610,2100,2820,930,900,940,1210,2210,3000,930,990,7.6,8700,24.1,17.8,50.7,10.4,51.3,59.2,7.8,19.7,17.5,1130,620,290,1440,470,10,140,100,60,20,90,55,3540,780,2760,2995,545,0.6,2902,160,0.5,0.5,0.3,0.4,18.5,122,122,0,3086,1,1,2615,6,6,6
12395,BU05991578,Rotterdam                               ,Buurt     ,BU05991578,1,1265,575,690,75,95,215,255,630,505,305,150,310,105,240,20,55,75,25,65,5,5,150,119,520,355,120,55,1.4,437,505,138,11,89,73,27,20,59,49,10,21,71,29,2430,2140,       .,       .,3590,4950,1980,3660,1260,1150,       .,       .,1520,2230,1190,1460,       .,700,23.1,21.2,56.1,9.4,32.6,74.7,6,22.7,22.7,70,170,10,640,50,0,5,5,0,5,10,20,240,80,160,220,25,0.5,83,15,0.7,0.6,0.5,0.6,22.5,317,290,27,3084,1,1,2754,31,43,47
12396,BU05991593,Rotterdam                               ,Buurt     ,BU05991593,1,1395,710,685,215,185,340,435,220,695,475,150,85,175,315,30,100,45,55,75,15,12,10,9,685,280,170,245,2,3576,709,131,64,36,95,5,24,75,74,1,1,83,17,2580,2170,2770,2850,2870,3920,2310,3540,1040,890,1140,1280,1560,3330,1130,1310,       .,1100,26.5,21.3,46.4,14,57.8,54.5,9.8,13.6,12.9,90,70,50,210,70,0,10,15,15,5,20,10,540,145,395,480,60,0.8,1385,55,4.6,0.4,0.4,0,-1,39,39,0,3089,1,5,273,2,3,5
12397,WK059916  ,Rotterdam                               ,Wijk      ,WK059916  ,1,34495,16710,17785,5405,4055,8290,9950,6800,15630,13390,3280,2200,3365,9270,545,1995,3090,1050,2585,385,11,435,12,15985,6050,4405,5540,2.1,3672,16030,143,58,42,96,4,43,57,45,12,0,81,19,2740,2200,3110,3240,3410,3880,2360,3290,850,610,1020,1230,1500,1600,810,1040,17.2,27300,28.6,23.1,41.1,17.3,57.7,44.4,14.2,9.5,9.7,1510,1480,790,6480,1805,5,400,415,230,125,395,240,14045,4505,9545,12475,1570,0.9,1495,950,0.7,0.8,0.5,0.5,10.6,1036,940,96,         .,       .,2,2032,5,6,6
12398,BU05991692,Rotterdam                               ,Buurt     ,BU05991692,1,12570,6230,6340,2175,1565,3320,3765,1745,6160,4595,1220,600,1295,4635,310,930,1655,650,1085,130,10,100,8,5605,2050,1330,2230,2.2,2725,5568,143,62,38,95,5,51,49,35,14,0,81,19,2750,2200,3070,3230,3400,3950,2380,3160,950,860,1000,1240,1500,1330,970,1040,6.3,9800,28.3,22.2,41.4,16.6,60,41.6,14.5,10.3,10.1,590,570,310,1660,910,0,210,200,140,60,205,95,5285,1600,3685,4540,750,0.9,1146,400,0.7,0.9,0.3,0.4,10.1,494,461,33,3194,5,2,1653,5,6,9
12399,BU05991699,Rotterdam                               ,Buurt     ,BU05991699,1,21925,10480,11440,3230,2490,4965,6185,5055,9470,8795,2060,1605,2075,4635,235,1065,1435,400,1495,250,11,335,15,10380,4000,3080,3310,2.1,4585,10462,143,56,44,97,3,39,61,50,12,0,81,19,2740,2200,3130,3240,3410,3820,2350,3380,790,480,1030,1220,1490,1810,740,1040,23.3,17500,28.8,23.5,40.9,17.7,56.4,45.9,14.1,9,9.4,930,920,480,4830,895,5,195,215,90,65,190,145,8760,2900,5860,7935,825,0.8,1832,550,0.6,0.7,0.5,0.6,10.8,541,478,63,3192,4,2,2247,5,6,5
12400,WK059917  ,Rotterdam                               ,Wijk      ,WK059917  ,1,10200,5030,5170,1535,1035,2275,3005,2355,4285,4375,895,650,890,535,50,85,110,55,235,95,9,95,9,4705,1635,1500,1580,2.2,712,5653,221,74,26,80,20,40,43,36,7,16,85,15,3130,1960,3000,3200,4070,4710,2260,3380,1290,760,1060,1290,1590,2440,990,1160,       .,8400,32.7,27.1,37.2,22.3,59.7,38.3,21.4,6.1,5.7,220,360,190,2280,865,70,170,195,55,115,160,95,4865,1635,3230,4375,490,1,340,375,0.9,0.8,0.7,0.7,3.2,1866,1433,432,         .,       .,3,1014,5,5,4
12401,BU05991701,Rotterdam                               ,Buurt     ,BU05991701,1,2245,1150,1090,465,225,620,600,340,1065,1010,105,70,165,65,5,0,15,5,40,30,13,5,3,850,150,305,400,2.6,550,1760,353,93,7,46,54,       .,       .,       .,       .,       .,68,33,4180,2810,3410,3900,4550,       .,2980,3700,1650,190,1030,1310,1580,       .,1200,1110,8.7,1700,43.9,34.3,28.9,36.4,69.5,10.8,46.3,1.4,1.1,0,30,30,320,265,10,35,70,20,50,65,25,1200,485,710,1045,150,1.4,293,100,1.7,1.6,1.3,1.5,3.7,590,409,181,3151,1,4,677,4,5,8
12402,BU05991702,Rotterdam                               ,Buurt     ,BU05991702,3,7880,3835,4045,1055,800,1635,2390,2005,3185,3340,785,580,720,465,45,80,90,50,195,60,8,85,10,3825,1480,1185,1170,2,2426,3862,192,65,35,96,4,39,60,53,7,0,93,7,2620,1880,2900,3030,3630,4940,2230,3230,1060,820,1070,1290,1590,2630,980,1170,       .,6600,29.7,25,39.4,18.6,56.9,44.4,15.9,7.1,6.6,220,330,160,1950,525,45,120,105,35,60,90,65,3605,1120,2485,3280,325,0.9,1109,270,0.6,0.5,0.5,0.5,3,380,325,55,3151,1,3,1191,5,5,3
12403,BU05991703,Rotterdam                               ,Buurt     ,BU05991703,3,70,40,30,15,5,20,15,15,35,30,10,0,5,0,0,0,0,0,0,0,0,0,28,25,10,15,10,2.4,10,31,       .,84,16,87,13,48,52,0,52,0,90,10,3920,       .,       .,       .,       .,4070,3290,4700,3940,       .,       .,       .,       .,3940,       .,       .,       .,100,       .,       .,       .,       .,       .,       .,       .,       .,       .,0,0,0,10,75,10,20,20,5,10,10,5,65,30,35,45,15,       .,       .,5,2.6,2.6,2.4,2.5,2.3,896,699,197,3151,1,5,62,0,0,0
12404,WK059918  ,Rotterdam                               ,Wijk      ,WK059918  ,1,105,50,50,10,5,35,40,15,50,40,15,5,15,10,0,0,5,0,5,0,0,0,18,55,25,15,15,1.9,58,32,       .,50,50,63,38,31,66,0,66,3,100,0,3700,       .,       .,       .,       .,5490,       .,5240,2120,       .,       .,       .,       .,2260,       .,1920,       .,100,       .,27.6,       .,       .,       .,       .,       .,       .,       .,0,0,0,10,795,0,130,335,80,75,155,20,1500,1295,205,670,830,       .,       .,35,1.4,1.4,1.1,1.4,18,204,184,20,         .,       .,3,1482,142,170,368
12405,BU05991853,Rotterdam                               ,Buurt     ,BU05991853,1,105,50,50,10,5,35,40,15,50,40,15,5,15,10,0,0,5,0,5,0,0,0,18,55,25,15,15,1.9,58,32,       .,50,50,63,38,31,66,0,66,3,100,0,3700,       .,       .,       .,       .,5490,       .,5240,2120,       .,       .,       .,       .,2260,       .,1920,       .,100,       .,27.6,       .,       .,       .,       .,       .,       .,       .,0,0,0,10,795,0,130,335,80,75,155,20,1500,1295,205,670,830,       .,       .,35,1.4,1.4,1.1,1.4,18,204,184,20,3044,1,3,1482,142,170,368
12406,WK059919  ,Rotterdam                               ,Wijk      ,WK059919  ,1,15,10,0,0,0,5,5,5,5,5,10,0,0,5,0,0,0,5,0,0,0,0,0,10,10,5,5,1.3,13,7,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,99.3,0,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,360,0,35,85,45,30,130,35,190,120,70,90,100,       .,       .,0,0.9,0.9,1,1,26.4,207,123,84,         .,       .,1,2907,       .,       .,       .
12407,BU05991926,Rotterdam                               ,Buurt     ,BU05991926,1,15,10,0,0,0,5,5,5,5,5,10,0,0,5,0,0,0,5,0,0,0,0,0,10,10,5,5,1.3,13,7,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,99.3,0,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,360,0,35,85,45,30,130,35,190,120,70,90,100,       .,       .,0,0.9,0.9,1,1,26.4,207,123,84,3029,1,1,2907,       .,       .,       .
12408,WK059921  ,Rotterdam                               ,Wijk      ,WK059921  ,1,30,15,10,5,0,10,15,5,20,10,5,0,0,0,0,0,0,0,0,0,31,0,0,20,15,5,5,1.5,4,38,       .,32,68,24,76,3,92,0,92,5,100,0,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,0,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,1085,0,150,185,530,80,110,30,795,605,190,360,435,       .,       .,10,       .,       .,       .,       .,       .,1501,907,593,         .,       .,4,622,       .,       .,       .
12409,BU05992194,Rotterdam                               ,Buurt     ,BU05992194,1,5,5,0,0,0,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,125,0,0,5,5,5,5,1.6,       .,16,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,0,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,560,0,70,60,340,25,50,15,225,170,50,90,130,       .,       .,5,       .,       .,       .,       .,       .,628,267,361,3087,4,3,1074,       .,       .,       .
12410,BU05992196,Rotterdam                               ,Buurt     ,BU05992196,1,20,10,10,0,0,5,10,5,10,10,5,0,0,0,0,0,0,0,0,0,0,0,0,10,10,5,5,1.6,5,8,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,0,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,115,0,15,25,40,15,10,10,145,115,30,75,65,       .,       .,5,       .,       .,       .,       .,       .,681,449,232,3089,2,5,350,       .,       .,       .
12411,BU05992198,Rotterdam                               ,Buurt     ,BU05992198,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,       .,14,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,0,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,       .,410,0,65,95,155,40,50,10,430,320,110,190,235,       .,       .,0,       .,       .,       .,       .,       .,191,191,1,3088,1,5,374,       .,       .,       .
